Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
123730,,9052_apple,"Everyone is extremely smart, which makes it a little difficult because everyone wants to be right. There can be some big egos, but what else can you expect at one of the best companies? Cupertino is not somewhere you will want to live if your in your younger years. I recommend taking Apple's shuttle and living in SF. The long trip can sometimes take a toll on you because you will get home late, but you can work on the shuttle and take that opportunity to be productive.",,Sat Feb 06 2016 22:21:10 GMT+0000 (Greenwich Mean Time)," in Cupertino, CA",,,"Cupertino, CA",9052.0,"I love it here. At my old company, my stomach used to hurt Sunday nights just thinking about work the next day. Now, I look forward to every weekday. I like the work I am doing and enjoy my team. If you like iPhones and technology, you'll like working here. It is all about passion. The cafe is delicious, and they have all fresh recipes, which have all natural ingredients. They even list nutritional value!",,,,,5.0,5.0,5.0,5.0,5.0,5.0,Great environment,,"Great environment. I love it here. At my old company, my stomach used to hurt Sunday nights just thinking about work the next day. Now, I look forward to every weekday. I like the work I am doing and enjoy my team. If you like iPhones and technology, you'll like working here. It is all about passion. The cafe is delicious, and they have all fresh recipes, which have all natural ingredients. They even list nutritional value!. Everyone is extremely smart, which makes it a little difficult because everyone wants to be right. There can be some big egos, but what else can you expect at one of the best companies? Cupertino is not somewhere you will want to live if your in your younger years. I recommend taking Apple's shuttle and living in SF. The long trip can sometimes take a toll on you because you will get home late, but you can work on the shuttle and take that opportunity to be productive.",,0.9741,0.9392,0.6249,0.9993,0.6154,0.0,apple,9052_apple,CA,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",30/11/1982,320193.0,1977,West,Pacific
334843,,387_garmin,A company that continues to grow. Can be hard to get good ideas pushed through. The layers can get to be a little much. Some promotions don't always make good sense.,,Thu Aug 27 2015 15:35:25 GMT+0100 (British Summer Time)," in Olathe, KS",,,"Olathe, KS",387.0,Some of the best people you could ever work with. Employees tend to stay a long time. Great health benefits.,,,,,5.0,3.0,5.0,4.0,3.0,4.0,Great People,,Great People. Some of the best people you could ever work with. Employees tend to stay a long time. Great health benefits.. A company that continues to grow. Can be hard to get good ideas pushed through. The layers can get to be a little much. Some promotions don't always make good sense.,,0.8979,0.0243,0.6249,0.9887,-0.6064,0.0,garmin,387_garmin,KS,reports,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",12/12/2012,1121788.0,,Midwest,West North Central
236712,,204_dell,Large organization. Many moving parts,,Mon Aug 26 2019 06:51:11 GMT+0100 (British Summer Time),Former Employee , Account Executive,,"Salt Lake City, UT",204.0,Great company and management. Puts customer first,,,,,3.0,5.0,5.0,5.0,4.0,5.0,Dell,,Dell. Great company and management. Puts customer first. Large organization. Many moving parts,,0.6249,0.0,0.0,0.9959,0.9969,0.0,dell,204_dell,UT,,,,,,,,West,Mountain
98246,,2144_pwc,Long hours and difficult to switch groups,,Wed Jun 01 2016 14:00:59 GMT+0100 (British Summer Time),"Manager in Los Angeles, CA",,,"Los Angeles, CA",2144.0,"Flexibility, career growth and formal training",,,,,4.0,4.0,4.0,5.0,3.0,4.0,Great Place to Work,,"Great Place to Work. Flexibility, career growth and formal training. Long hours and difficult to switch groups",,0.6124,-0.3612,0.6249,0.999,-0.9996,0.0,pwc,2144_pwc,CA,,,,,,,,West,Pacific
39632,,1192_kpmg,"Very long working hours, politics and cut throat competition",,Mon Sep 26 2016 12:23:08 GMT+0100 (British Summer Time),Former Employee , Senior Associate,,"Austin, TX",1192.0,"Great minds, lots of opportunities to learn and grow.",,,,,1.0,5.0,2.0,1.0,4.0,2.0,Your brain should be wired differently to aspire for a Partner's postion,,"Your brain should be wired differently to aspire for a Partner's postion. Great minds, lots of opportunities to learn and grow.. Very long working hours, politics and cut throat competition",,0.7717,-0.2732,0.0,0.9956,-0.9901,0.0,kpmg,1192_kpmg,TX,,,,,,,,South,West South Central
140870,,478_anthem,"You are working in a cubicle all day long. You have a schedule or adherence that you have to 'adhere' to very closely otherwise you will get dinged for it. Your work is also ""metric"" based so if you are not not performing, then you can get written up. It's all computer/phone based position, so it can get a little repetitive or boring. Definitely NO patient contact.",,Mon Feb 18 2019 15:21:12 GMT+0000 (Greenwich Mean Time),Current Employee , Utilization Review Nurse,,"Tampa, FL",478.0,I was able to work from home part time after about 9 months of being on the job. You are also able to work independently.,,,,,3.0,3.0,1.0,2.0,2.0,3.0,Honest Review,,"Honest Review. I was able to work from home part time after about 9 months of being on the job. You are also able to work independently.. You are working in a cubicle all day long. You have a schedule or adherence that you have to 'adhere' to very closely otherwise you will get dinged for it. Your work is also ""metric"" based so if you are not not performing, then you can get written up. It's all computer/phone based position, so it can get a little repetitive or boring. Definitely NO patient contact.",,0.0,-0.4545,0.5106,0.9968,-1.0,0.0,anthem,478_anthem,FL,reports,Health Care,Managed Health Care,"Indianapolis, Indiana",25/07/2002,1156039.0,2014 (1940s),South,South Atlantic
434466,,4444_bestbuy,"At the time, there were a lot of things we had to present to customers. Even though I was in the top for sales (not bad for a part timer!), I was passed up for full time for someone with an ""in"".",,Sun Feb 07 2016 07:11:29 GMT+0000 (Greenwich Mean Time),Former Employee , Customer Specialist ,,"Bangor, ME",4444.0,"I spent two years at the Best Buy in Bangor Maine in the computer department. It was an ok position. Lots of training, which is nice.",,,,,,,,,,3.0,Good... for retail,,"Good... for retail. I spent two years at the Best Buy in Bangor Maine in the computer department. It was an ok position. Lots of training, which is nice.. At the time, there were a lot of things we had to present to customers. Even though I was in the top for sales (not bad for a part timer!), I was passed up for full time for someone with an ""in"".",,0.8481,0.6049,0.4404,0.5282,-0.9981,0.0,bestbuy,4444_bestbuy,ME,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",29/06/1999,764478.0,,Northeast,New England
41703,,1278_bestbuy,"Upper supervisors, general manager and district manager You can get pay way more for the same position at a bigger store.",,Tue Sep 11 2018 17:02:20 GMT+0100 (British Summer Time),Former Employee , Sales Lead,,"Houston, TX",1278.0,Coworkers Customer interaction Discounts New products,,,,,5.0,3.0,3.0,2.0,1.0,4.0,It was a great working environment but useless upper management held the store back from reaching their full potential.,,"It was a great working environment but useless upper management held the store back from reaching their full potential.. Coworkers Customer interaction Discounts New products. Upper supervisors, general manager and district manager You can get pay way more for the same position at a bigger store.",,0.0,-0.1027,0.0129,0.9879,-0.9058,0.0,bestbuy,1278_bestbuy,TX,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",29/06/1999,764478.0,,South,West South Central
319931,,2259_kohls,"There isn't a huge potential for moving up the ranks, and it takes a long time to get a promotion.",,Wed Nov 02 2016 20:29:09 GMT+0000 (Greenwich Mean Time),Current Employee , Morning Freight Associate,,"Covington, WA",2259.0,"For me, my favorite part of working at Kohl's are all the employees. So far, everyone has been very nice, even the management. I've been there for a few months, and have only had positive experiences.",,,,,5.0,3.0,4.0,5.0,5.0,5.0,Great!,,"Great!. For me, my favorite part of working at Kohl's are all the employees. So far, everyone has been very nice, even the management. I've been there for a few months, and have only had positive experiences.. There isn't a huge potential for moving up the ranks, and it takes a long time to get a promotion.",,0.8655,-0.2411,0.6588,0.9847,-0.9997,0.0,kohls,2259_kohls,WA,reports,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",,885639.0,1962,West,Pacific
220718,,1718_gap,"As a visuals associate, working 2-5 overnights a week with 6:00 am shifts sprinkled in between is not healthy. Say goodbye to your social life. This wouldn't matter, except the pay is inadequate for the amount of work and the expectations. It takes several years to advance past the associate level. Don't expect any more than an annual $0.50 raise in your paycheck unless you deliver on Gap cards (even though you are not a sales associate).",,Wed Feb 19 2014 07:21:47 GMT+0000 (Greenwich Mean Time),Current Employee , Visual Associate,,"New York, NY",1718.0,"Gap has a great discount for it's employees - 50% off all full price purchases, excluding third party products. Working as a visuals associate allows you to learn a lot and gain exposure to the brand in a hands on way. Coworkers are friendly and there is a sense of team.",,,,,1.0,3.0,3.0,4.0,3.0,3.0,I live for the Gap - I don't have a life.,,"I live for the Gap - I don't have a life.. Gap has a great discount for it's employees - 50% off all full price purchases, excluding third party products. Working as a visuals associate allows you to learn a lot and gain exposure to the brand in a hands on way. Coworkers are friendly and there is a sense of team.. As a visuals associate, working 2-5 overnights a week with 6:00 am shifts sprinkled in between is not healthy. Say goodbye to your social life. This wouldn't matter, except the pay is inadequate for the amount of work and the expectations. It takes several years to advance past the associate level. Don't expect any more than an annual $0.50 raise in your paycheck unless you deliver on Gap cards (even though you are not a sales associate).",,0.9246,-0.6632,0.0,0.9991,-1.0,0.0,gap,1718_gap,NY,reports,Consumer Discretionary,Apparel Retail,"San Francisco, California",31/08/1986,39911.0,,Northeast,Middle Atlantic
408649,,833_staples,there were no cons working for Staples,,Sat Nov 04 2017 22:54:27 GMT+0000 (Greenwich Mean Time),Former Employee , Copy Center Specialist,,"Greenville, SC",833.0,The atmosphere was great and the customers were understanding,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Copy Center Specialist,,Copy Center Specialist. The atmosphere was great and the customers were understanding. there were no cons working for Staples,,0.6249,-0.296,0.0,0.9682,0.9032,0.0,staples,833_staples,SC,,,,,,,,South,South Atlantic
129350,,2628_forever21,Distract manager don't show enough appreciation to thier employees.,,Sun Mar 14 2010 16:42:27 GMT+0000 (Greenwich Mean Time),"Cashier in Cerritos, CA",,,"Cerritos, CA",2628.0,"Very enjoyable enviornment, from sales associate to the store manager everybody seem to share one common goal and thats is to do your JOB!",,,,,5.0,2.5,5.0,4.0,,5.0,Believe in God Jehovah and Jesus Chirst!,,"Believe in God Jehovah and Jesus Chirst!. Very enjoyable enviornment, from sales associate to the store manager everybody seem to share one common goal and thats is to do your JOB!. Distract manager don't show enough appreciation to thier employees.",,0.6893,-0.5996,0.3382,0.9945,-0.9972,0.0,forever21,2628_forever21,CA,,,,,,,,West,Pacific
209038,,230_cvshealth,They pay CRAP regardless your position and how hard you work. The work load is not distributed proper. Not high on communication. Lazy employees who don't show up or call out but still manage to keep their jobs. ETC,,Tue Dec 17 2019 19:22:26 GMT+0000 (Greenwich Mean Time),Current Employee , Shift Supervisor,,"New York, NY",230.0,Some managers are amazing to work with and learn from,,,,,,,,,,1.0,More like 0 stars,,More like 0 stars. Some managers are amazing to work with and learn from. They pay CRAP regardless your position and how hard you work. The work load is not distributed proper. Not high on communication. Lazy employees who don't show up or call out but still manage to keep their jobs. ETC,,0.5859,-0.5133,0.4201,0.9959,-0.9999,0.0,cvshealth,230_cvshealth,NY,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",,64803.0,1996,Northeast,Middle Atlantic
366805,,491_hartford,Hours can vary depending on job description.,,Thu Feb 08 2018 09:04:41 GMT+0000 (Greenwich Mean Time),Former Employee , Sales Representative,,"Windsor, CT",491.0,Solid company. Great training and benefits.,,,,,3.0,4.0,4.0,3.0,3.0,4.0,Sales,,Sales. Solid company. Great training and benefits.. Hours can vary depending on job description.,,0.8074,0.0,0.0,0.9937,-0.8094,0.0,hartford,491_hartford,CT,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",,874766.0,,Northeast,New England
45030,,4022_statefarm,Focused on trying to help the customer as much as possible. Just keeping them informed about their coverages and giving them options to change it if they want.,,Fri Oct 10 2014 10:20:46 GMT+0100 (British Summer Time),Current Employee , Office Associate,,"Canton, MI",4022.0,"I love working for State Farm. You get what you pay for and State Farm is definitely worth it! They are right there when claims occur and if it is something the policy will not cover, they work with you to help you find a company to correct the damage!",,,,,5.0,3.0,4.0,4.0,3.0,4.0,Love it!,,"Love it!. I love working for State Farm. You get what you pay for and State Farm is definitely worth it! They are right there when claims occur and if it is something the policy will not cover, they work with you to help you find a company to correct the damage!. Focused on trying to help the customer as much as possible. Just keeping them informed about their coverages and giving them options to change it if they want.",,0.8168,0.7906,0.6696,0.9938,-0.6973,0.0,statefarm,4022_statefarm,MI,,,,,,,,Midwest,East North Central
38502,,3949_apple,"Benefits - 3 Stars - Vacation and sick time benefits are on the lower end of the spectrum for Full Time employees when compared to other local tech companies. That being said, having the onsite cafe, gym, doctors, and pharmacy is more convenient than I thought they would be. Many benefits go unused due to not being eligible. Compensation - 2 Stars - Upper Management likes to BRAG that our compensation is lower that other tech companies because of our benefits. I’d be willing to give up student loan repayment options (I’m not eligible anyway), adoption assistance (not for me), daycare assistance (again, not for me) and RSUs if it meant I could have a paycheck on par with market rates. Raises are a maximum 5% which do not keep up with Austin’s year over year cost of living increases. The only way you will receive a raise is by a promotion. Career Opportunities - 2 Stars - Upper management will hold you back from promotions or even temporary roles in other departments. They ultimately have a business to run and if you are TOO GOOD they won’t let you get promoted because they need you. Work/Life Balance - If you are salaried, you are expected to be on call 24/7 and management WILL call you at all times. If you want to go out of town for the weekend, forget it. Apple will not pay for your cell phone, but will require you to use your personal phone number for work related tasks, and even logging into your computer — you can’t work if you don’t have a personal phone. Apple will also require you to use your own personal AppleID to install software on work computers. You will also need to enter your own personal credit card to install updates.",,Wed Jun 13 2018 21:53:54 GMT+0100 (British Summer Time),Former Employee , Supervisor,,"Austin, TX",3949.0,Culture and Values - 5 Stars - Apple is an innovative company. Being surrounded by individuals with fascinating ideas and goals is motivating and inspiring.,,,,,1.0,2.0,3.0,5.0,2.0,4.0,Decent,,"Decent. Culture and Values - 5 Stars - Apple is an innovative company. Being surrounded by individuals with fascinating ideas and goals is motivating and inspiring.. Benefits - 3 Stars - Vacation and sick time benefits are on the lower end of the spectrum for Full Time employees when compared to other local tech companies. That being said, having the onsite cafe, gym, doctors, and pharmacy is more convenient than I thought they would be. Many benefits go unused due to not being eligible. Compensation - 2 Stars - Upper Management likes to BRAG that our compensation is lower that other tech companies because of our benefits. I’d be willing to give up student loan repayment options (I’m not eligible anyway), adoption assistance (not for me), daycare assistance (again, not for me) and RSUs if it meant I could have a paycheck on par with market rates. Raises are a maximum 5% which do not keep up with Austin’s year over year cost of living increases. The only way you will receive a raise is by a promotion. Career Opportunities - 2 Stars - Upper management will hold you back from promotions or even temporary roles in other departments. They ultimately have a business to run and if you are TOO GOOD they won’t let you get promoted because they need you. Work/Life Balance - If you are salaried, you are expected to be on call 24/7 and management WILL call you at all times. If you want to go out of town for the weekend, forget it. Apple will not pay for your cell phone, but will require you to use your personal phone number for work related tasks, and even logging into your computer — you can’t work if you don’t have a personal phone. Apple will also require you to use your own personal AppleID to install software on work computers. You will also need to enter your own personal credit card to install updates.",,0.9337,0.8876,0.0,0.9997,-0.9972,0.0,apple,3949_apple,TX,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",30/11/1982,320193.0,1977,South,West South Central
193416,,2894_cognizant,Good company and no cons at all.,,Sat Jul 04 2015 02:54:32 GMT+0100 (British Summer Time),"Former Programmer Analyst Trainee in Rochester, NY",,,"Rochester, NY",2894.0,Great opportunities for a fresher.,,,,,,,,,,5.0,Good Place to work,,Good Place to work. Great opportunities for a fresher.. Good company and no cons at all.,,0.7717,0.1779,0.4404,0.9983,0.9972,0.0,cognizant,2894_cognizant,NY,reports,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",17/11/2006,1058290.0,,Northeast,Middle Atlantic
5842,,2761_kroger,Worst job. Get treated like crap by management. If you are a kiss up then you are fine but if you work hard then be prepared to be depended on for everything.,,Tue Oct 25 2016 13:52:18 GMT+0100 (British Summer Time),"Jack of All Trades in Plano, TX",,,"Plano, TX",2761.0,I learned a lot there. About people not the job. Training is for maybe 1 -3 hours then you are out on your own getting yelled at ever day most of management is horrendous. Some are okay and a few are good.,,,,,1.0,1.0,3.0,1.0,1.0,1.0,Minimum wage,,Minimum wage. I learned a lot there. About people not the job. Training is for maybe 1 -3 hours then you are out on your own getting yelled at ever day most of management is horrendous. Some are okay and a few are good.. Worst job. Get treated like crap by management. If you are a kiss up then you are fine but if you work hard then be prepared to be depended on for everything.,,0.0,-0.1154,0.0,-0.9985,-1.0,0.0,kroger,2761_kroger,TX,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",,56873.0,1883,South,West South Central
238899,,2117_cvshealth,Not enough advancement or positions at my current location.,,Wed Jan 17 2018 09:17:30 GMT+0000 (Greenwich Mean Time),Current Employee , Staging Technician,,"Salt Lake City, UT",2117.0,"Training program, yearly raise system, benefits package, flexible scheduling, some advancement.",,,,,5.0,4.0,3.0,4.0,3.0,5.0,Staging Technician,,"Staging Technician. Training program, yearly raise system, benefits package, flexible scheduling, some advancement.. Not enough advancement or positions at my current location.",,0.5423,0.0,0.0,0.9981,-0.995,0.0,cvshealth,2117_cvshealth,UT,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",,64803.0,1996,West,Mountain
200157,,1253_americanexpress,challenging outlook; lots of org changes,,Mon Apr 25 2016 10:34:32 GMT+0100 (British Summer Time),Current Employee , Vice President,,"New York, NY",1253.0,good culture; good people; great location (New York; London),,,,,4.0,3.0,2.0,4.0,3.0,3.0,Nice place to work,,Nice place to work. good culture; good people; great location (New York; London). challenging outlook; lots of org changes,,0.872,0.1531,0.4215,0.9977,0.9835,0.0,americanexpress,1253_americanexpress,NY,reports,Industrials,Airlines,"Fort Worth, Texas",23/03/2015,6201.0,1934,Northeast,Middle Atlantic
366691,,96_hartford,I often hear that The Hartford is not worried about disruptors.,,Wed Oct 09 2019 10:23:49 GMT+0100 (British Summer Time),Current Employee ," Director, Data Scientist",,"Hartford, CT",96.0,"Multiple lines of business perpetuates many opportunities. Leadership that listens to you and responds. I have worked at many companies, and have not seen a level of commitment to equal rights anywhere as it is at The Hartford. Great benefits. But they continue ot be profitable and growing.",,,,,3.0,5.0,5.0,5.0,5.0,5.0,A Great Company to work for,,"A Great Company to work for. Multiple lines of business perpetuates many opportunities. Leadership that listens to you and responds. I have worked at many companies, and have not seen a level of commitment to equal rights anywhere as it is at The Hartford. Great benefits. But they continue ot be profitable and growing.. I often hear that The Hartford is not worried about disruptors.",,0.8968,0.2235,0.6249,0.9935,0.9222,0.0,hartford,96_hartford,CT,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",,874766.0,,Northeast,New England
207711,,1328_fedex,Stale technologies - like in all huge corporations - hard to change and adopt newer technologies. Very few opportunities for advancement.,,Tue Aug 01 2017 06:28:45 GMT+0100 (British Summer Time),Former Employee , Business Systems Analyst,,"Buffalo, NY",1328.0,"The review is for in house IT development team. Stability, good benefits and vacation",,,,,3.0,3.0,,2.0,,4.0,Stable - IT side,,"Stable - IT side. The review is for in house IT development team. Stability, good benefits and vacation. Stale technologies - like in all huge corporations - hard to change and adopt newer technologies. Very few opportunities for advancement.",,0.6705,0.7893,0.296,0.8572,-1.0,0.0,fedex,1328_fedex,NY,reports,Industrials,Air Freight & Logistics,"Memphis, Tennessee",31/12/1980,1048911.0,,Northeast,Middle Atlantic
137933,,2356_pizzahut,After a while the job can get quite tedious and repetitive. It's just routine and the problems you come across to solve are usually one's that you've come across before.,,Tue Jun 17 2014 18:19:29 GMT+0100 (British Summer Time),Current Employee , Customer Service Representative,,"Miami, FL",2356.0,You learn to handle customers and you can use that experience to get another job. The job is also quite simple it's good pay for the job that is done.,,,,,,,,,,3.0,"Easy Work, Really Boring",,"Easy Work, Really Boring. You learn to handle customers and you can use that experience to get another job. The job is also quite simple it's good pay for the job that is done.. After a while the job can get quite tedious and repetitive. It's just routine and the problems you come across to solve are usually one's that you've come across before.",,0.4144,-0.4877,0.079,0.9827,-1.0,0.0,pizzahut,2356_pizzahut,FL,,,,,,,,South,South Atlantic
192811,,1154_netapp,"The benefits have changed over the years, to the point of not being a such a good perk.",,Thu Feb 26 2015 04:54:00 GMT+0000 (Greenwich Mean Time),"Systems Engineer in New York, NY",,,"New York, NY",1154.0,The culture is fantastic and the work/life balance is great. Everyone is willing to help to ensure the job is done successful.,,,,,5.0,4.0,4.0,5.0,4.0,4.0,"NetApp has been a great place to work for. You are surrounded by highly skilled, motivated, friendly people.",,"NetApp has been a great place to work for. You are surrounded by highly skilled, motivated, friendly people.. The culture is fantastic and the work/life balance is great. Everyone is willing to help to ensure the job is done successful.. The benefits have changed over the years, to the point of not being a such a good perk.",,0.9501,0.6705,0.8966,0.9796,0.9836,0.0,netapp,1154_netapp,NY,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",25/06/1999,1002047.0,,Northeast,Middle Atlantic
98313,,2555_pwc,Appraisal process/ hierarchy have been a moving target of late which makes the life of the employees tough when it comes to the career round table discussions.,,Thu Dec 17 2015 00:42:05 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"San Francisco, CA",2555.0,People around are always willing to help,,,,,4.0,3.0,2.0,5.0,3.0,3.0,Sr.Associate,,Sr.Associate. People around are always willing to help. Appraisal process/ hierarchy have been a moving target of late which makes the life of the employees tough when it comes to the career round table discussions.,,0.4019,-0.128,0.0,0.9954,-0.6378,0.0,pwc,2555_pwc,CA,,,,,,,,West,Pacific
194339,,1653_amazon,Both internal and external tools have sub-optimal UI / UX. The internal IM tool chime cannot compare with Slack.,,Mon Feb 17 2020 07:49:29 GMT+0000 (Greenwich Mean Time),Current Employee , Data Scientist,,"New York, NY",1653.0,Team Diversity. Open dialogues. Everyone has a voice. Flat hierarchy. Company Culture is deeply rooted. People care about each other's career development and happiness. They want everyone to fulfill their personal goals.,,,,,4.0,5.0,4.0,5.0,5.0,5.0,Positive Company Culture in Everyone's Blood,,Positive Company Culture in Everyone's Blood. Team Diversity. Open dialogues. Everyone has a voice. Flat hierarchy. Company Culture is deeply rooted. People care about each other's career development and happiness. They want everyone to fulfill their personal goals.. Both internal and external tools have sub-optimal UI / UX. The internal IM tool chime cannot compare with Slack.,,0.8824,0.0,0.5574,0.9995,0.9919,0.0,amazon,1653_amazon,NY,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",18/11/2005,1018724.0,1994,Northeast,Middle Atlantic
122802,,3143_apple,"Dead end job, it's good if its your first job.",,Sat Dec 01 2018 19:06:32 GMT+0000 (Greenwich Mean Time),Current Employee , Specialist,,"San Jose, CA",3143.0,"Good place, and you get the chance to work with talented people.",,,,,4.0,3.0,5.0,4.0,4.0,4.0,Good Place,,"Good Place. Good place, and you get the chance to work with talented people.. Dead end job, it's good if its your first job.",,0.802,-0.34,0.4404,0.9973,0.9786,0.0,apple,3143_apple,CA,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",30/11/1982,320193.0,1977,West,Pacific
247015,,108_baxter,Your job is never secure. very poor working culture.,,Fri Nov 29 2019 11:53:25 GMT+0000 (Greenwich Mean Time),Former Employee , Senior Pharmacovigilance Associate,,"India, PA",108.0,Noting to say good about.,,,,,3.0,2.0,2.0,2.0,2.0,2.0,Not a great place to work,,Not a great place to work. Noting to say good about.. Your job is never secure. very poor working culture.,,0.4404,0.1864,-0.5096,0.9095,-1.0,0.0,baxter,108_baxter,PA,reports,Health Care,Health Care Equipment,"Deerfield, Illinois",30/09/1972,10456.0,1931,Northeast,Middle Atlantic
284522,,3873_deloitte,"You're a number here, not a valued employee or part of the team. Travel is constant and the work is often repackaging other projects to fit the needs of a new client. Not a lot of innovation - a lot of smoke and mirrors in the ""consulting"" practice.",,Tue Jun 23 2015 07:25:05 GMT+0100 (British Summer Time),Former Employee , Senior Consultant,,"Atlanta, GA",3873.0,Lots of training opportunities and the ability to work across multiple industries.,,,,,1.0,2.0,2.0,1.0,1.0,1.0,Senior Consultant,,"Senior Consultant. Lots of training opportunities and the ability to work across multiple industries.. You're a number here, not a valued employee or part of the team. Travel is constant and the work is often repackaging other projects to fit the needs of a new client. Not a lot of innovation - a lot of smoke and mirrors in the ""consulting"" practice.",,0.5994,0.4577,0.0,0.998,-0.9975,0.0,deloitte,3873_deloitte,GA,,,,,,,,South,South Atlantic
177369,,4615_cisco,Can't Innovate if leaders are not good.,,Mon Jun 30 2014 02:30:25 GMT+0100 (British Summer Time),Current Employee , SAP Consultant,,"Chicago, IL",4615.0,Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.,,,,,4.0,4.0,4.0,4.0,3.0,4.0,GOOD COMPANY,,GOOD COMPANY. Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.Work-life balance.SalaryEmployee centric policies.. Can't Innovate if leaders are not good.,,0.0,-0.6167,0.4404,0.935,-0.7140000000000001,0.0,cisco,4615_cisco,IL,reports,Information Technology,Communications Equipment,"San Jose, California",01/12/1993,858877.0,,Midwest,East North Central
160735,,713_ups,Can be really heavy days with a lot of packages to deliver,,Wed Jul 03 2019 12:13:52 GMT+0100 (British Summer Time),Former Employee , Seasonal Driver Helper,,"Denver, CO",713.0,Decent workload and nice drivers,,,,,4.0,3.0,4.0,4.0,4.0,4.0,Good winter job,,Good winter job. Decent workload and nice drivers. Can be really heavy days with a lot of packages to deliver,,0.4215,0.0,0.4404,0.9953,0.5454,0.0,ups,713_ups,CO,,,,,,,,West,Mountain
160913,,1138_ge,They are moving too slow compared to startups,,Fri Apr 01 2016 15:21:08 GMT+0100 (British Summer Time)," in Longmont, CO",,,"Longmont, CO",1138.0,"GOOD Life Work Balance, Lots of Training, Nice Management",,,,,5.0,5.0,5.0,5.0,4.0,5.0,Engineer,,"Engineer. GOOD Life Work Balance, Lots of Training, Nice Management. They are moving too slow compared to startups",,0.7531,0.0,0.0,0.975,-0.9999,0.0,ge,1138_ge,CO,,,,,,,,West,Mountain
136914,,5728_oracle,Little if any pay raises Little if any promotions and most promotions do not make any sense as it seems not to be based on ability,,Sat Oct 17 2009 15:24:01 GMT+0100 (British Summer Time)," in Orlando, FL",,,"Orlando, FL",5728.0,Good benefits package Good people to work with for the most part Seems to always be a feeling of not knowing what is going on behind the scenes,,,,,4.0,2.5,1.0,2.0,,2.0,Support,,Support. Good benefits package Good people to work with for the most part Seems to always be a feeling of not knowing what is going on behind the scenes. Little if any pay raises Little if any promotions and most promotions do not make any sense as it seems not to be based on ability,,0.836,0.2878,0.4019,0.9367,-0.9955,0.0,oracle,5728_oracle,FL,reports,Information Technology,Application Software,"Redwood Shores, California",31/08/1989,1341439.0,,South,South Atlantic
29387,,12288_jpmorgan,None none none none none none none none none none none none none,,Wed Aug 12 2015 07:16:57 GMT+0100 (British Summer Time),Current Employee , Senior Administrative Assistant,,"Fort Worth, TX",12288.0,Benefits and vacation time a plus. Employees encouraged to serve the community. great team of relationship managers. Human resources proactive and encouraging.,,,,,4.0,3.0,5.0,4.0,4.0,4.0,Great challenges and experience.,,Great challenges and experience.. Benefits and vacation time a plus. Employees encouraged to serve the community. great team of relationship managers. Human resources proactive and encouraging.. None none none none none none none none none none none none none,,0.9371,0.0,0.6597,0.9946,0.7501,0.0,jpmorgan,12288_jpmorgan,TX,reports,Financials,Diversified Banks,"New York, New York",30/06/1975,19617.0,,South,West South Central
